Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2024-12-12,,7:00 PM,Detroit Red Wings,1,Philadelphia Flyers,4,Regulation,,,6,-115,-105,,,,,
2024-12-12,,10:00 PM,Boston Bruins,1,Seattle Kraken,5,Regulation,,,5.5,-110,-110,,,,,
2024-12-12,,8:00 PM,San Jose Sharks,4,St. Louis Blues,3,Regulation,,,6,103,-120,,,,,
2024-12-12,,7:00 PM,Anaheim Ducks,2,Toronto Maple Leafs,3,Regulation,,,6,-110,-110,,,,,
2024-12-12,,10:00 PM,Florida Panthers,0,Vancouver Canucks,4,Regulation,,,5.5,-113,-105,,,,,
2024-12-12,,8:00 PM,Vegas Golden Knights,3,Winnipeg Jets,2,Regulation,,,5.5,-110,-108,,,,,
2024-12-13,,7:00 PM,Ottawa Senators,3,Carolina Hurricanes,0,Regulation,,,6,-119,101,,,,,
2024-12-14,,7:00 PM,Anaheim Ducks,4,Columbus Blue Jackets,3,Regulation,,,6,-120,102,,,,,
2024-12-14,,10:00 PM,Florida Panthers,0,Calgary Flames,3,Regulation,,,5.5,-115,-105,,,,,
2024-12-14,,9:00 PM,Nashville Predators,2,Colorado Avalanche,5,Regulation,,,6,-111,-108,,,,,
2024-12-14,,8:00 PM,St. Louis Blues,1,Dallas Stars,2,Regulation,,,6,-106,-113,,,,,
2024-12-14,,7:00 PM,Toronto Maple Leafs,2,Detroit Red Wings,4,Regulation,,,6,-103,-116,,,,,
2024-12-14,,4:00 PM,Vegas Golden Knights,3,Edmonton Oilers,6,Regulation,,,6,-118,102,,,,,
2024-12-14,,2:00 PM,Philadelphia Flyers,1,Minnesota Wild,4,Regulation,,,5.5,-121,104,,,,,
2024-12-14,,1:00 PM,Chicago Blackhawks,1,New Jersey Devils,4,Regulation,,,6,-111,-108,,,,,
2024-12-14,,1:00 PM,Los Angeles Kings,5,New York Rangers,1,Regulation,,,5.5,-117,-102,,,,,
2024-12-14,,7:00 PM,Pittsburgh Penguins,2,Ottawa Senators,3,Regulation,,,6.5,-108,-110,,,,,
2024-12-14,,10:00 PM,Tampa Bay Lightning,5,Seattle Kraken,1,Regulation,,,6,-124,106,,,,,
2024-12-14,,10:00 PM,Utah Hockey Club,4,San Jose Sharks,3,Regulation,,,6,-108,-110,,,,,
2024-12-14,,10:00 PM,Boston Bruins,5,Vancouver Canucks,1,Regulation,,,5.5,-110,-110,,,,,
2024-12-14,,7:00 PM,Montreal Canadiens,2,Winnipeg Jets,4,Regulation,,,6,-110,-108,,,,,
2024-12-14,,7:00 PM,Buffalo Sabres,2,Washington Capitals,4,Regulation,,,6,-121,104,,,,,
2024-12-15,,5:00 PM,Columbus Blue Jackets,1,Carolina Hurricanes,4,Regulation,,,6.5,104,-123,,,,,
2024-12-15,,3:00 PM,New York Islanders,3,Chicago Blackhawks,5,Regulation,,,5.5,-102,-116,,,,,
2024-12-15,,6:00 PM,Vegas Golden Knights,3,Minnesota Wild,2,Regulation,,,5.5,-117,-102,,,,,
2024-12-15,,6:00 PM,New York Rangers,2,St. Louis Blues,3,Regulation,,,6,-110,-109,,,,,
2024-12-15,,5:00 PM,Buffalo Sabres,3,Toronto Maple Leafs,5,Regulation,,,6,-116,-101,,,,,
2024-12-16,,8:00 PM,Washington Capitals,1,Dallas Stars,3,Regulation,,,6,102,-120,,,,,
2024-12-16,,8:30 PM,Florida Panthers,6,Edmonton Oilers,5,Regulation,,,6,-108,-110,,,,,
2024-12-16,,10:30 PM,Colorado Avalanche,1,Vancouver Canucks,3,Regulation,,,6,-104,-114,,,,,
2024-12-17,,7:30 PM,New York Islanders,0,Carolina Hurricanes,4,Regulation,,,6,-103,-115,,,,,
2024-12-17,,9:00 PM,Boston Bruins,4,Calgary Flames,3,Regulation,,,5.5,-102,-116,,,,,
2024-12-17,,8:30 PM,Washington Capitals,2,Chicago Blackhawks,3,Regulation,,,5.5,-118,-101,,,,,
2024-12-17,,7:00 PM,Buffalo Sabres,1,Montreal Canadiens,6,Regulation,,,6,-110,-108,,,,,
2024-12-17,,8:00 PM,New York Rangers,0,Nashville Predators,2,Regulation,,,6,-102,-117,,,,,
2024-12-17,,7:00 PM,Los Angeles Kings,2,Pittsburgh Penguins,3,Regulation,,,5.5,-119,100,,,,,
2024-12-17,,10:00 PM,Ottawa Senators,3,Seattle Kraken,0,Regulation,,,5.5,109,-127,,,,,
2024-12-17,,10:30 PM,Winnipeg Jets,4,San Jose Sharks,3,Regulation,,,6,-100,-120,,,,,
2024-12-17,,8:00 PM,New Jersey Devils,4,St. Louis Blues,1,Regulation,,,5.5,-115,-103,,,,,
2024-12-17,,7:00 PM,Columbus Blue Jackets,3,Tampa Bay Lightning,5,Regulation,,,6.5,-105,-115,,,,,
2024-12-18,,10:00 PM,Winnipeg Jets,2,Anaheim Ducks,3,Regulation,,,6,-102,-117,,,,,
2024-12-18,,7:30 PM,Toronto Maple Leafs,5,Dallas Stars,3,Regulation,,,5.5,-120,-100,,,,,
2024-12-18,,7:00 PM,Philadelphia Flyers,4,Detroit Red Wings,6,Regulation,,,6,-106,-113,,,,,
2024-12-18,,9:30 PM,Florida Panthers,6,Minnesota Wild,1,Regulation,,,5.5,-105,-115,,,,,
2024-12-18,,10:00 PM,Vancouver Canucks,2,Utah Hockey Club,3,Regulation,,,5.5,-125,107,,,,,
2024-12-19,,7:00 PM,New Jersey Devils,2,Columbus Blue Jackets,4,Regulation,,,6.5,-107,-111,,,,,
2024-12-19,,9:00 PM,Ottawa Senators,3,Calgary Flames,2,Regulation,,,5.5,-109,-110,,,,,
2024-12-19,,8:30 PM,Seattle Kraken,1,Chicago Blackhawks,3,Regulation,,,5.5,-100,-117,,,,,
2024-12-19,,9:00 PM,Boston Bruins,2,Edmonton Oilers,3,Regulation,,,6,-115,-105,,,,,
2024-12-19,,8:00 PM,Pittsburgh Penguins,5,Nashville Predators,4,Regulation,,,6,-105,-112,,,,,
2024-12-19,,7:30 PM,Los Angeles Kings,7,Philadelphia Flyers,3,Regulation,,,5.5,-106,-113,,,,,
2024-12-19,,10:30 PM,Colorado Avalanche,4,San Jose Sharks,2,Regulation,,,6.5,-102,-116,,,,,
2024-12-19,,7:00 PM,St. Louis Blues,1,Tampa Bay Lightning,3,Regulation,,,6,-105,-115,,,,,
2024-12-19,,10:00 PM,Vancouver Canucks,1,Vegas Golden Knights,3,Regulation,,,6,-105,-115,,,,,
2024-12-20,,10:00 PM,Colorado Avalanche,4,Anaheim Ducks,2,Regulation,,,6.5,-112,-106,,,,,
2024-12-20,,7:00 PM,Toronto Maple Leafs,6,Buffalo Sabres,3,Regulation,,,6,-122,104,,,,,
2024-12-20,,8:00 PM,New York Rangers,3,Dallas Stars,1,Regulation,,,6,-112,-108,,,,,
2024-12-20,,7:00 PM,Montreal Canadiens,4,Detroit Red Wings,3,Regulation,,,6,-109,-109,,,,,
2024-12-20,,7:00 PM,St. Louis Blues,1,Florida Panthers,2,Regulation,,,5.5,-120,101,,,,,
2024-12-20,,8:00 PM,Utah Hockey Club,2,Minnesota Wild,1,Regulation,,,6,-107,-112,,,,,
2024-12-20,,7:00 PM,Carolina Hurricanes,1,Washington Capitals,3,Regulation,,,6,-101,-118,,,,,
2024-12-21,,7:00 PM,Buffalo Sabres,1,Boston Bruins,3,Regulation,,,6,-112,-106,,,,,
2024-12-21,,4:00 PM,Chicago Blackhawks,4,Calgary Flames,6,Regulation,,,5.5,-112,-106,,,,,
2024-12-21,,4:00 PM,San Jose Sharks,2,Edmonton Oilers,3,Regulation,,,6.5,-117,-101,,,,,
2024-12-21,,7:00 PM,Detroit Red Wings,1,Montreal Canadiens,5,Regulation,,,6.5,102,-120,,,,,
2024-12-21,,7:00 PM,Pittsburgh Penguins,0,New Jersey Devils,3,Regulation,,,6.5,102,-121,,,,,
2024-12-21,,1:30 PM,Los Angeles Kings,2,Nashville Predators,3,Regulation,,,5.5,-108,-110,,,,,
2024-12-21,,7:00 PM,Columbus Blue Jackets,4,Philadelphia Flyers,5,Regulation,,,6.5,100,-120,,,,,
2024-12-21,,7:00 PM,New York Islanders,6,Toronto Maple Leafs,3,Regulation,,,5.5,-111,-108,,,,,
2024-12-21,,10:00 PM,Ottawa Senators,5,Vancouver Canucks,4,Regulation,,,5.5,-117,-103,,,,,
2024-12-21,,10:00 PM,Seattle Kraken,2,Vegas Golden Knights,6,Regulation,,,6,-115,-105,,,,,
2024-12-21,,7:00 PM,Minnesota Wild,0,Winnipeg Jets,5,Regulation,,,5.5,-117,-101,,,,,
2024-12-22,,8:00 PM,Seattle Kraken,2,Colorado Avalanche,5,Regulation,,,6,-107,-112,,,,,
2024-12-22,,8:00 PM,Ottawa Senators,1,Edmonton Oilers,3,Regulation,,,6,-120,101,,,,,
2024-12-22,,12:30 PM,Carolina Hurricanes,3,New York Rangers,1,Regulation,,,6,-101,-117,,,,,
2024-12-22,,5:00 PM,Florida Panthers,4,Tampa Bay Lightning,2,Regulation,,,6,-122,104,,,,,
2024-12-22,,5:00 PM,Anaheim Ducks,5,Utah Hockey Club,4,Regulation,,,6,-107,-112,,,,,
2024-12-22,,5:00 PM,Los Angeles Kings,1,Washington Capitals,3,Regulation,,,5.5,-104,-115,,,,,
2024-12-23,,7:00 PM,Washington Capitals,1,Boston Bruins,4,Regulation,,,5.5,-112,-107,,,,,
2024-12-23,,7:00 PM,Montreal Canadiens,4,Columbus Blue Jackets,5,Regulation,,,6.5,-105,-114,,,,,
2024-12-23,,7:00 PM,St. Louis Blues,4,Detroit Red Wings,0,Regulation,,,5.5,-118,-101,,,,,
2024-12-23,,7:00 PM,Tampa Bay Lightning,4,Florida Panthers,0,Regulation,,,6.5,-108,-110,,,,,
2024-12-23,,8:00 PM,Chicago Blackhawks,3,Minnesota Wild,4,Regulation,,,5.5,-107,-110,,,,,
2024-12-23,,1:00 PM,New York Rangers,0,New Jersey Devils,5,Regulation,,,6,-105,-115,,,,,
2024-12-23,,8:00 PM,Carolina Hurricanes,2,Nashville Predators,5,Regulation,,,6,-103,-115,,,,,
2024-12-23,,7:30 PM,Buffalo Sabres,7,New York Islanders,1,Regulation,,,5.5,-120,102,,,,,
2024-12-23,,7:00 PM,Philadelphia Flyers,3,Pittsburgh Penguins,7,Regulation,,,6.5,108,-126,,,,,
2024-12-23,,2:00 PM,Winnipeg Jets,5,Toronto Maple Leafs,2,Regulation,,,6,106,-124,,,,,
2024-12-23,,9:00 PM,Dallas Stars,3,Utah Hockey Club,2,Regulation,,,6,-106,-112,,,,,
2024-12-23,,9:00 PM,San Jose Sharks,3,Vancouver Canucks,4,Regulation,,,6,-101,-118,,,,,
2024-12-23,,10:00 PM,Anaheim Ducks,1,Vegas Golden Knights,3,Regulation,,,6.5,-108,-111,,,,,
2024-12-27,,7:00 PM,Chicago Blackhawks,2,Buffalo Sabres,6,Regulation,,,6,-118,-101,,,,,
2024-12-27,,7:00 PM,Boston Bruins,2,Columbus Blue Jackets,6,Regulation,,,6.5,-101,-118,,,,,
2024-12-27,,8:00 PM,Minnesota Wild,3,Dallas Stars,2,Regulation,,,5.5,-114,-105,,,,,
2024-12-27,,7:00 PM,Toronto Maple Leafs,5,Detroit Red Wings,2,Regulation,,,6,104,-122,,,,,
2024-12-27,,7:00 PM,Carolina Hurricanes,2,New Jersey Devils,4,Regulation,,,5.5,-110,-108,,,,,
2024-12-27,,10:30 PM,Vegas Golden Knights,6,San Jose Sharks,3,Regulation,,,6.5,-111,-108,,,,,
2024-12-27,,8:00 PM,Nashville Predators,4,St. Louis Blues,7,Regulation,,,5.5,-115,-105,,,,,
2024-12-27,,9:30 PM,Colorado Avalanche,4,Utah Hockey Club,1,Regulation,,,6.5,-106,-110,,,,,
2024-12-28,,4:00 PM,Philadelphia Flyers,3,Anaheim Ducks,1,Regulation,,,6,-121,102,,,,,
2024-12-28,,7:00 PM,Columbus Blue Jackets,0,Boston Bruins,4,Regulation,,,6,-116,-102,,,,,
2024-12-28,,7:00 PM,New Jersey Devils,2,Carolina Hurricanes,5,Regulation,,,6,-110,-110,,,,,
2024-12-28,,1:00 PM,Montreal Canadiens,4,Florida Panthers,0,Regulation,,,6.5,100,-120,,,,,
2024-12-28,,4:00 PM,Edmonton Oilers,3,Los Angeles Kings,4,Regulation,,,6,102,-120,,,,,
2024-12-28,,7:30 PM,Pittsburgh Penguins,3,New York Islanders,6,Regulation,,,6,-106,-115,,,,,
2024-12-28,,10:00 PM,Calgary Flames,3,San Jose Sharks,1,Regulation,,,6.5,-107,-110,,,,,
2024-12-28,,7:00 PM,New York Rangers,2,Tampa Bay Lightning,6,Regulation,,,6,-125,105,,,,,
2024-12-28,,7:00 PM,Washington Capitals,5,Toronto Maple Leafs,2,Regulation,,,6,-110,-109,,,,,
2024-12-28,,4:00 PM,Seattle Kraken,5,Vancouver Canucks,4,Regulation,,,5.5,-117,-103,,,,,
2024-12-28,,7:00 PM,Ottawa Senators,2,Winnipeg Jets,4,Regulation,,,6,-110,-110,,,,,
2024-12-29,,4:00 PM,Edmonton Oilers,3,Anaheim Ducks,5,Regulation,,,6.5,-130,108,,,,,
2024-12-29,,8:30 PM,Dallas Stars,5,Chicago Blackhawks,1,Regulation,,,6,-105,-115,,,,,
2024-12-29,,5:00 PM,Washington Capitals,2,Detroit Red Wings,4,Regulation,,,6,100,-119,,,,,
2024-12-29,,9:00 PM,Philadelphia Flyers,4,Los Angeles Kings,5,Regulation,,,5.5,-113,-105,,,,,
2024-12-29,,8:00 PM,Ottawa Senators,3,Minnesota Wild,1,Regulation,,,6,-105,-114,,,,,
2024-12-29,,5:30 PM,New York Islanders,2,Pittsburgh Penguins,3,Regulation,,,6,-120,-100,,,,,
2024-12-29,,3:00 PM,Buffalo Sabres,4,St. Louis Blues,2,Regulation,,,5.5,-122,105,,,,,
2024-12-29,,5:00 PM,Montreal Canadiens,5,Tampa Bay Lightning,2,Regulation,,,6.5,-125,106,,,,,
2024-12-29,,8:00 PM,Calgary Flames,0,Vegas Golden Knights,3,Regulation,,,6.5,-107,-111,,,,,
2024-12-30,,7:00 PM,New York Rangers,3,Florida Panthers,5,Regulation,,,6,-102,-117,,,,,
2024-12-30,,8:00 PM,Utah Hockey Club,2,Seattle Kraken,5,Regulation,,,6,-118,-101,,,,,
2024-12-30,,7:30 PM,Nashville Predators,0,Winnipeg Jets,3,Regulation,,,6,-101,-117,,,,,
2024-12-31,,8:00 PM,New Jersey Devils,2,Anaheim Ducks,3,Regulation,,,6.5,-107,-110,,,,,
2024-12-31,,8:00 PM,Carolina Hurricanes,3,Columbus Blue Jackets,4,Regulation,,,6.5,-110,-110,,,,,
2024-12-31,,9:00 PM,Vancouver Canucks,1,Calgary Flames,3,Regulation,,,5.5,-115,-102,,,,,
2024-12-31,,5:00 PM,St. Louis Blues,6,Chicago Blackhawks,2,Regulation,,,5.5,-110,-110,,,,,
2024-12-31,,8:00 PM,Winnipeg Jets,2,Colorado Avalanche,5,Regulation,,,6.5,-122,103,,,,,
2024-12-31,,8:00 PM,Buffalo Sabres,2,Dallas Stars,4,Regulation,,,6,-120,103,,,,,
2024-12-31,,8:00 PM,Pittsburgh Penguins,2,Detroit Red Wings,4,Regulation,,,5.5,-118,-101,,,,,
2024-12-31,,9:00 PM,Utah Hockey Club,1,Edmonton Oilers,4,Regulation,,,6.5,-127,110,,,,,
2024-12-31,,8:00 PM,Nashville Predators,3,Minnesota Wild,5,Regulation,,,5.5,-120,102,,,,,
2024-12-31,,8:00 PM,Philadelphia Flyers,4,San Jose Sharks,0,Regulation,,,6.5,-101,-117,,,,,
2024-12-31,,1:00 PM,New York Islanders,1,Toronto Maple Leafs,3,Regulation,,,6,-107,-110,,,,,
2024-12-31,,3:00 PM,Montreal Canadiens,3,Vegas Golden Knights,2,Regulation,,,6.5,-110,-110,,,,,
2024-12-31,,12:30 PM,Boston Bruins,1,Washington Capitals,3,Regulation,,,5.5,-115,-102,,,,,
2025-01-01,,6:00 PM,New Jersey Devils,0,Los Angeles Kings,3,Regulation,,,5.5,-115,-105,,,,,
2025-01-02,,7:00 PM,Detroit Red Wings,5,Columbus Blue Jackets,4,Regulation,,,6.5,-100,-120,,,,,
2025-01-02,,9:00 PM,Utah Hockey Club,5,Calgary Flames,3,Regulation,,,6.5,-107,-111,,,,,
2025-01-02,,9:00 PM,Buffalo Sabres,5,Colorado Avalanche,6,Regulation,,,6.5,-131,112,,,,,
2025-01-02,,8:00 PM,Ottawa Senators,2,Dallas Stars,4,Regulation,,,6,-105,-114,,,,,
2025-01-02,,7:00 PM,Carolina Hurricanes,3,Florida Panthers,1,Regulation,,,5.5,-115,-104,,,,,
2025-01-02,,7:30 PM,Toronto Maple Leafs,2,New York Islanders,1,Regulation,,,6,106,-124,,,,,
2025-01-02,,7:00 PM,Boston Bruins,1,New York Rangers,2,Regulation,,,6,107,-125,,,,,
2025-01-02,,10:00 PM,Vancouver Canucks,4,Seattle Kraken,3,Regulation,,,5.5,-117,-101,,,,,
2025-01-02,,10:30 PM,Tampa Bay Lightning,1,San Jose Sharks,2,Regulation,,,6.5,-108,-110,,,,,
2025-01-02,,10:00 PM,Philadelphia Flyers,2,Vegas Golden Knights,5,Regulation,,,6.5,-107,-111,,,,,
2025-01-02,,8:00 PM,Anaheim Ducks,4,Winnipeg Jets,3,Regulation,,,6,-120,102,,,,,
2025-01-02,,7:00 PM,Minnesota Wild,4,Washington Capitals,3,Regulation,,,5.5,-115,-102,,,,,
2025-01-03,,8:00 PM,Montreal Canadiens,2,Chicago Blackhawks,4,Regulation,,,6,-110,-110,,,,,
2025-01-03,,9:00 PM,Anaheim Ducks,2,Edmonton Oilers,3,Regulation,,,6.5,-128,110,,,,,
2025-01-03,,7:00 PM,Pittsburgh Penguins,2,Florida Panthers,3,Regulation,,,6,-111,-107,,,,,
2025-01-03,,8:00 PM,Ottawa Senators,0,St. Louis Blues,4,Regulation,,,5.5,110,-127,,,,,
2025-01-03,,10:00 PM,Nashville Predators,3,Vancouver Canucks,0,Regulation,,,5.5,-125,105,,,,,
2025-01-04,,7:00 PM,Minnesota Wild,4,Carolina Hurricanes,0,Regulation,,,5.5,-125,105,,,,,
2025-01-04,,7:00 PM,St. Louis Blues,4,Columbus Blue Jackets,6,Regulation,,,6,-102,-116,,,,,
2025-01-04,,10:00 PM,Nashville Predators,4,Calgary Flames,1,Regulation,,,6,-102,-116,,,,,
2025-01-04,,7:00 PM,Montreal Canadiens,2,Colorado Avalanche,1,Regulation,,,6.5,-120,103,,,,,
2025-01-04,,8:00 PM,Utah Hockey Club,2,Dallas Stars,3,Regulation,,,6.5,-110,-110,,,,,
2025-01-04,,9:00 PM,Tampa Bay Lightning,1,Los Angeles Kings,2,Regulation,,,5.5,-125,105,,,,,
2025-01-04,,10:00 PM,Edmonton Oilers,4,Seattle Kraken,2,Regulation,,,6.5,-114,-105,,,,,
2025-01-04,,4:00 PM,New Jersey Devils,2,San Jose Sharks,3,Regulation,,,6,-114,-105,,,,,
2025-01-04,,7:00 PM,Boston Bruins,4,Toronto Maple Leafs,6,Regulation,,,6,-102,-115,,,,,
2025-01-04,,10:00 PM,Buffalo Sabres,1,Vegas Golden Knights,3,Regulation,,,6.5,-120,102,,,,,
2025-01-04,,7:00 PM,Detroit Red Wings,4,Winnipeg Jets,2,Regulation,,,5.5,-120,-100,,,,,
2025-01-04,,12:00 PM,New York Rangers,4,Washington Capitals,7,Regulation,,,6,-105,-115,,,,,
2025-01-05,,8:00 PM,Tampa Bay Lightning,1,Anaheim Ducks,4,Regulation,,,7,110,-125,,,,,
2025-01-05,,6:00 PM,New York Islanders,5,Boston Bruins,4,Regulation,,,5.5,-110,-109,,,,,
2025-01-05,,6:00 PM,Pittsburgh Penguins,3,Carolina Hurricanes,4,Regulation,,,6,-119,100,,,,,
2025-01-05,,3:00 PM,New York Rangers,6,Chicago Blackhawks,2,Regulation,,,6.5,-130,109,,,,,
2025-01-05,,7:00 PM,Philadelphia Flyers,2,Toronto Maple Leafs,3,Regulation,,,6.5,-101,-117,,,,,
2025-01-06,,7:00 PM,Washington Capitals,3,Buffalo Sabres,4,Regulation,,,6,-120,102,,,,,
2025-01-06,,9:00 PM,Florida Panthers,1,Colorado Avalanche,3,Regulation,,,6.5,103,-121,,,,,
2025-01-06,,7:30 PM,Vancouver Canucks,4,Montreal Canadiens,5,Regulation,,,5.5,-120,-100,,,,,
2025-01-06,,10:00 PM,New Jersey Devils,3,Seattle Kraken,2,Regulation,,,6,-110,-110,,,,,
2025-01-07,,10:00 PM,Calgary Flames,3,Anaheim Ducks,2,Regulation,,,6.5,107,-125,,,,,
2025-01-07,,7:00 PM,Edmonton Oilers,4,Boston Bruins,0,Regulation,,,6,103,-120,,,,,
2025-01-07,,7:00 PM,Ottawa Senators,2,Detroit Red Wings,3,Regulation,,,5.5,-126,107,,,,,
2025-01-07,,8:00 PM,St. Louis Blues,4,Minnesota Wild,6,Regulation,,,5.5,105,-125,,,,,
2025-01-07,,7:00 PM,Dallas Stars,5,New York Rangers,4,Regulation,,,6.5,-115,-104,,,,,
2025-01-07,,7:30 PM,Toronto Maple Leafs,3,Philadelphia Flyers,2,Regulation,,,6,-101,-117,,,,,
2025-01-07,,7:00 PM,Columbus Blue Jackets,4,Pittsburgh Penguins,3,Regulation,,,6.5,-113,-106,,,,,
2025-01-07,,10:30 PM,Vegas Golden Knights,4,San Jose Sharks,2,Regulation,,,6.5,-111,-108,,,,,
2025-01-07,,7:00 PM,Carolina Hurricanes,2,Tampa Bay Lightning,3,Regulation,,,6,-110,-110,,,,,
2025-01-07,,8:00 PM,Nashville Predators,2,Winnipeg Jets,5,Regulation,,,5.5,-125,107,,,,,
2025-01-08,,7:30 PM,Colorado Avalanche,1,Chicago Blackhawks,3,Regulation,,,6.5,-127,108,,,,,
2025-01-08,,10:00 PM,Florida Panthers,4,Utah Hockey Club,1,Regulation,,,6,105,-125,,,,,
2025-01-08,,7:30 PM,Vancouver Canucks,1,Washington Capitals,2,Regulation,,,5.5,-113,-105,,,,,
2025-01-09,,7:30 PM,Toronto Maple Leafs,3,Carolina Hurricanes,6,Regulation,,,5.5,-111,-108,,,,,
2025-01-09,,7:00 PM,Seattle Kraken,2,Columbus Blue Jackets,6,Regulation,,,6.5,102,-122,,,,,
2025-01-09,,8:00 PM,Colorado Avalanche,6,Minnesota Wild,1,Regulation,,,6,-105,-115,,,,,
2025-01-09,,7:00 PM,New Jersey Devils,2,New York Rangers,3,Regulation,,,6.5,-100,-120,,,,,
2025-01-09,,7:00 PM,Buffalo Sabres,4,Ottawa Senators,0,Regulation,,,6,-105,-115,,,,,
2025-01-09,,7:00 PM,Dallas Stars,4,Philadelphia Flyers,1,Regulation,,,6.5,-100,-120,,,,,
2025-01-09,,7:00 PM,Edmonton Oilers,3,Pittsburgh Penguins,5,Regulation,,,6.5,-110,-107,,,,,
2025-01-09,,8:00 PM,Anaheim Ducks,2,St. Louis Blues,6,Regulation,,,6,-100,-118,,,,,
2025-01-09,,7:00 PM,Boston Bruins,1,Tampa Bay Lightning,4,Regulation,,,6,-100,-120,,,,,
2025-01-09,,10:00 PM,New York Islanders,4,Vegas Golden Knights,0,Regulation,,,6,-110,-110,,,,,
2025-01-10,,7:00 PM,Vancouver Canucks,0,Carolina Hurricanes,2,Regulation,,,6,-104,-115,,,,,
2025-01-10,,7:00 PM,Chicago Blackhawks,3,Detroit Red Wings,5,Regulation,,,6,-104,-115,,,,,
2025-01-10,,9:00 PM,San Jose Sharks,1,Utah Hockey Club,2,Regulation,,,6,-110,-110,,,,,
2025-01-10,,8:00 PM,Los Angeles Kings,2,Winnipeg Jets,1,Regulation,,,5.5,-120,-100,,,,,
2025-01-10,,7:00 PM,Montreal Canadiens,3,Washington Capitals,2,Regulation,,,6,-120,-100,,,,,
2025-01-11,,4:00 PM,Seattle Kraken,6,Buffalo Sabres,2,Regulation,,,6,-107,-110,,,,,
2025-01-11,,10:00 PM,Los Angeles Kings,1,Calgary Flames,2,Regulation,,,5.5,-107,-111,,,,,
2025-01-11,,7:00 PM,Edmonton Oilers,4,Chicago Blackhawks,3,Regulation,,,6.5,-125,105,,,,,
2025-01-11,,1:00 PM,Boston Bruins,4,Florida Panthers,3,Regulation,,,5.5,-115,-105,,,,,
2025-01-11,,7:00 PM,Dallas Stars,2,Montreal Canadiens,1,Regulation,,,6,-110,-108,,,,,
2025-01-11,,7:00 PM,Tampa Bay Lightning,2,New Jersey Devils,3,Regulation,,,6,-115,-105,,,,,
2025-01-11,,8:00 PM,Washington Capitals,4,Nashville Predators,1,Regulation,,,6,-100,-120,,,,,
2025-01-11,,7:00 PM,Anaheim Ducks,0,Philadelphia Flyers,6,Regulation,,,6,-105,-115,,,,,
2025-01-11,,4:00 PM,Ottawa Senators,5,Pittsburgh Penguins,0,Regulation,,,5.5,-120,-100,,,,,
2025-01-11,,10:00 PM,Minnesota Wild,3,San Jose Sharks,1,Regulation,,,6,-105,-115,,,,,
2025-01-11,,7:00 PM,Columbus Blue Jackets,2,St. Louis Blues,1,Regulation,,,6,-121,102,,,,,
2025-01-11,,7:00 PM,Vancouver Canucks,3,Toronto Maple Leafs,0,Regulation,,,5.5,-120,-100,,,,,
2025-01-11,,9:00 PM,New York Islanders,2,Utah Hockey Club,1,Regulation,,,6,-115,-103,,,,,
2025-01-11,,10:00 PM,New York Rangers,2,Vegas Golden Knights,1,Regulation,,,6,-115,-105,,,,,
2025-01-11,,7:00 PM,Colorado Avalanche,0,Winnipeg Jets,3,Regulation,,,6,-100,-120,,,,,
2025-01-12,,5:00 PM,Anaheim Ducks,3,Carolina Hurricanes,2,Regulation,,,6,-110,-108,,,,,
2025-01-12,,3:00 PM,Seattle Kraken,2,Detroit Red Wings,6,Regulation,,,6,-105,-115,,,,,
2025-01-12,,5:00 PM,Dallas Stars,2,Ottawa Senators,3,Regulation,,,5.5,-120,-100,,,,,
2025-01-12,,5:00 PM,Tampa Bay Lightning,5,Pittsburgh Penguins,2,Regulation,,,6.5,-115,-103,,,,,
2025-01-12,,8:00 PM,Minnesota Wild,1,Vegas Golden Knights,4,Regulation,,,6,-107,-110,,,,,
2025-01-13,,7:30 PM,Calgary Flames,5,Chicago Blackhawks,2,Regulation,,,6,-120,103,,,,,
2025-01-13,,9:30 PM,Los Angeles Kings,0,Edmonton Oilers,1,Regulation,,,5.5,-110,-110,,,,,
2025-01-13,,7:00 PM,Florida Panthers,3,Philadelphia Flyers,4,Regulation,,,6,-102,-117,,,,,
2025-01-14,,7:00 PM,Tampa Bay Lightning,2,Boston Bruins,6,Regulation,,,5.5,-120,102,,,,,
2025-01-14,,7:00 PM,Philadelphia Flyers,2,Columbus Blue Jackets,3,Regulation,,,6.5,-115,-105,,,,,
2025-01-14,,9:00 PM,New York Rangers,2,Colorado Avalanche,3,Regulation,,,6.5,-102,-115,,,,,
2025-01-14,,7:00 PM,San Jose Sharks,6,Detroit Red Wings,3,Regulation,,,5.5,-125,105,,,,,
2025-01-14,,7:30 PM,Florida Panthers,2,New Jersey Devils,1,Regulation,,,6,-100,-118,,,,,
2025-01-14,,8:00 PM,Vegas Golden Knights,3,Nashville Predators,5,Regulation,,,6,-105,-115,,,,,
2025-01-14,,7:30 PM,Ottawa Senators,2,New York Islanders,0,Regulation,,,5.5,-123,104,,,,,
2025-01-14,,7:00 PM,Seattle Kraken,4,Pittsburgh Penguins,2,Regulation,,,6,-105,-115,,,,,
2025-01-14,,8:00 PM,Calgary Flames,1,St. Louis Blues,2,Regulation,,,5.5,-120,103,,,,,
2025-01-14,,7:00 PM,Dallas Stars,4,Toronto Maple Leafs,1,Regulation,,,5.5,-120,-100,,,,,
