Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status,Visitor Goalie,Home Goalie,O/U,Over,Under,Away ML,Home ML,Home PL Spread,PL Away,PL Home
2025-02-27,,7:00 PM,Columbus Blue Jackets,5,Detroit Red Wings,2,Regulation,,,6,-110,-110,,,,,
2025-02-27,,7:00 PM,Edmonton Oilers,3,Florida Panthers,4,Regulation,,,6.5,-110,-110,,,,,
2025-02-27,,7:00 PM,San Jose Sharks,3,Montreal Canadiens,4,Regulation,,,6,-107,-111,,,,,
2025-02-27,,8:00 PM,Winnipeg Jets,1,Nashville Predators,2,Regulation,,,6,-105,-115,,,,,
2025-02-27,,7:30 PM,Philadelphia Flyers,4,Pittsburgh Penguins,5,Regulation,,,5.5,-120,-100,,,,,
2025-02-27,,7:00 PM,Calgary Flames,0,Tampa Bay Lightning,3,Regulation,,,6,-105,-116,,,,,
2025-02-27,,9:00 PM,Minnesota Wild,1,Utah Hockey Club,6,Regulation,,,5.5,-120,102,,,,,
2025-02-27,,10:00 PM,Chicago Blackhawks,5,Vegas Golden Knights,7,Regulation,,,6,-112,-107,,,,,
2025-02-27,,7:00 PM,St. Louis Blues,5,Washington Capitals,2,Regulation,,,6,-103,-115,,,,,
2025-02-28,,9:00 PM,Minnesota Wild,2,Colorado Avalanche,5,Regulation,,,6,-110,-110,,,,,
2025-02-28,,8:00 PM,Los Angeles Kings,2,Dallas Stars,6,Regulation,,,5.5,-105,-115,,,,,
2025-02-28,,7:00 PM,Toronto Maple Leafs,3,New York Rangers,2,Regulation,,,6,-115,-105,,,,,
2025-03-01,,10:00 PM,Chicago Blackhawks,6,Anaheim Ducks,3,Regulation,,,6,-105,-113,,,,,
2025-03-01,,7:00 PM,Montreal Canadiens,4,Buffalo Sabres,2,Regulation,,,6.5,-105,-113,,,,,
2025-03-01,,7:00 PM,Edmonton Oilers,3,Carolina Hurricanes,1,Regulation,,,6.5,-116,-102,,,,,
2025-03-01,,6:00 PM,Detroit Red Wings,3,Columbus Blue Jackets,5,Regulation,,,6.5,-105,-115,,,,,
2025-03-01,,3:00 PM,Calgary Flames,0,Florida Panthers,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-01,,12:30 PM,Nashville Predators,4,New York Islanders,7,Regulation,,,5.5,-112,-107,,,,,
2025-03-01,,7:00 PM,San Jose Sharks,3,Ottawa Senators,5,Regulation,,,6,-110,-110,,,,,
2025-03-01,,3:00 PM,Boston Bruins,3,Pittsburgh Penguins,2,Regulation,,,6,-125,105,,,,,
2025-03-01,,10:00 PM,Vancouver Canucks,3,Seattle Kraken,6,Regulation,,,5.5,-101,-118,,,,,
2025-03-01,,8:00 PM,Los Angeles Kings,1,St. Louis Blues,4,Regulation,,,5.5,111,-128,,,,,
2025-03-01,,9:00 PM,New Jersey Devils,3,Utah Hockey Club,1,Regulation,,,5.5,-120,-100,,,,,
2025-03-01,,7:00 PM,Philadelphia Flyers,2,Winnipeg Jets,1,Regulation,,,5.5,-100,-120,,,,,
2025-03-01,,12:30 PM,Tampa Bay Lightning,3,Washington Capitals,1,Regulation,,,6,-122,102,,,,,
2025-03-02,,5:00 PM,Calgary Flames,1,Carolina Hurricanes,2,Regulation,,,6,-105,-115,,,,,
2025-03-02,,6:00 PM,St. Louis Blues,3,Dallas Stars,6,Regulation,,,6,-100,-120,,,,,
2025-03-02,,3:30 PM,Boston Bruins,0,Minnesota Wild,1,Regulation,,,5.5,-105,-115,,,,,
2025-03-02,,7:00 PM,Nashville Predators,0,New York Rangers,4,Regulation,,,6,-125,105,,,,,
2025-03-02,,1:00 PM,Toronto Maple Leafs,6,Pittsburgh Penguins,5,Regulation,,,6.5,-100,-120,,,,,
2025-03-02,,8:00 PM,New Jersey Devils,0,Vegas Golden Knights,2,Regulation,,,6,103,-122,,,,,
2025-03-03,,8:30 PM,Los Angeles Kings,1,Chicago Blackhawks,5,Regulation,,,5.5,-117,-103,,,,,
2025-03-03,,7:00 PM,Tampa Bay Lightning,1,Florida Panthers,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-03,,7:00 PM,Buffalo Sabres,3,Montreal Canadiens,4,Regulation,,,6.5,-100,-120,,,,,
2025-03-03,,7:00 PM,New York Islanders,0,New York Rangers,4,Regulation,,,6,-100,-118,,,,,
2025-03-03,,7:30 PM,San Jose Sharks,3,Toronto Maple Leafs,2,Regulation,,,6.5,-100,-120,,,,,
2025-03-03,,6:30 PM,Ottawa Senators,4,Washington Capitals,5,Regulation,,,5.5,-120,-100,,,,,
2025-03-04,,7:00 PM,Nashville Predators,6,Boston Bruins,3,Regulation,,,5.5,-115,-105,,,,,
2025-03-04,,7:00 PM,San Jose Sharks,6,Buffalo Sabres,2,Regulation,,,6.5,-105,-113,,,,,
2025-03-04,,9:00 PM,Pittsburgh Penguins,1,Colorado Avalanche,4,Regulation,,,6.5,-110,-110,,,,,
2025-03-04,,8:00 PM,New Jersey Devils,3,Dallas Stars,4,Regulation,,,5.5,-120,102,,,,,
2025-03-04,,7:00 PM,Carolina Hurricanes,2,Detroit Red Wings,1,Regulation,,,6,-120,-100,,,,,
2025-03-04,,9:00 PM,Anaheim Ducks,6,Edmonton Oilers,2,Regulation,,,6.5,-120,-100,,,,,
2025-03-04,,7:30 PM,Winnipeg Jets,2,New York Islanders,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-04,,7:00 PM,Calgary Flames,6,Philadelphia Flyers,3,Regulation,,,5.5,-115,-105,,,,,
2025-03-04,,10:00 PM,Minnesota Wild,4,Seattle Kraken,3,Regulation,,,5.5,-110,-110,,,,,
2025-03-04,,7:00 PM,Columbus Blue Jackets,2,Tampa Bay Lightning,6,Regulation,,,6.5,-126,107,,,,,
2025-03-05,,7:30 PM,Ottawa Senators,4,Chicago Blackhawks,3,Regulation,,,6,-110,-110,,,,,
2025-03-05,,10:30 PM,St. Louis Blues,3,Los Angeles Kings,2,Regulation,,,5.5,105,-125,,,,,
2025-03-05,,7:30 PM,Washington Capitals,3,New York Rangers,2,Regulation,,,6,-110,-110,,,,,
2025-03-05,,10:30 PM,Anaheim Ducks,2,Vancouver Canucks,3,Regulation,,,5.5,-115,-105,,,,,
2025-03-05,,10:00 PM,Toronto Maple Leafs,2,Vegas Golden Knights,5,Regulation,,,6,-112,-106,,,,,
2025-03-06,,7:00 PM,Boston Bruins,2,Carolina Hurricanes,3,Regulation,,,5.5,-125,105,,,,,
2025-03-06,,9:30 PM,San Jose Sharks,3,Colorado Avalanche,7,Regulation,,,6,-120,-100,,,,,
2025-03-06,,8:00 PM,Calgary Flames,2,Dallas Stars,3,Regulation,,,6,-116,-103,,,,,
2025-03-06,,7:00 PM,Utah Hockey Club,4,Detroit Red Wings,2,Regulation,,,6,-110,-110,,,,,
2025-03-06,,9:00 PM,Montreal Canadiens,2,Edmonton Oilers,3,Regulation,,,6.5,-115,-105,,,,,
2025-03-06,,7:00 PM,Columbus Blue Jackets,0,Florida Panthers,3,Regulation,,,6,-115,-105,,,,,
2025-03-06,,8:00 PM,Seattle Kraken,3,Nashville Predators,5,Regulation,,,5.5,-120,-100,,,,,
2025-03-06,,7:00 PM,Winnipeg Jets,4,Philadelphia Flyers,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-06,,7:00 PM,Buffalo Sabres,5,Tampa Bay Lightning,6,Regulation,,,6.5,-105,-115,,,,,
2025-03-07,,10:00 PM,St. Louis Blues,4,Anaheim Ducks,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-07,,8:30 PM,Utah Hockey Club,3,Chicago Blackhawks,4,Regulation,,,6,-112,-107,,,,,
2025-03-07,,7:00 PM,Winnipeg Jets,6,New Jersey Devils,1,Regulation,,,5.5,120,-140,,,,,
2025-03-07,,10:00 PM,Minnesota Wild,1,Vancouver Canucks,3,Regulation,,,5.5,107,-126,,,,,
2025-03-07,,10:00 PM,Pittsburgh Penguins,0,Vegas Golden Knights,4,Regulation,,,6.5,-120,-100,,,,,
2025-03-07,,7:00 PM,Detroit Red Wings,2,Washington Capitals,5,Regulation,,,6,-125,105,,,,,
2025-03-08,,7:00 PM,Montreal Canadiens,0,Calgary Flames,1,Regulation,,,6,-100,-120,,,,,
2025-03-08,,7:00 PM,Toronto Maple Leafs,4,Colorado Avalanche,7,Regulation,,,6.5,-102,-117,,,,,
2025-03-08,,10:00 PM,Dallas Stars,4,Edmonton Oilers,5,Regulation,,,6.5,-115,-105,,,,,
2025-03-08,,6:00 PM,Buffalo Sabres,0,Florida Panthers,4,Regulation,,,6,-120,-100,,,,,
2025-03-08,,8:00 PM,St. Louis Blues,1,Los Angeles Kings,2,Regulation,,,5.5,-100,-120,,,,,
2025-03-08,,8:00 PM,Chicago Blackhawks,2,Nashville Predators,3,Regulation,,,6.5,-100,-120,,,,,
2025-03-08,,12:30 PM,New York Rangers,3,Ottawa Senators,4,Regulation,,,6,-102,-115,,,,,
2025-03-08,,12:30 PM,Seattle Kraken,4,Philadelphia Flyers,1,Regulation,,,6,-101,-119,,,,,
2025-03-08,,10:00 PM,New York Islanders,4,San Jose Sharks,2,Regulation,,,6,-110,-110,,,,,
2025-03-08,,3:00 PM,Boston Bruins,4,Tampa Bay Lightning,0,Regulation,,,6,-100,-120,,,,,
2025-03-09,,9:00 PM,New York Islanders,1,Anaheim Ducks,4,Regulation,,,6,-105,-115,,,,,
2025-03-09,,5:00 PM,Winnipeg Jets,2,Carolina Hurricanes,4,Regulation,,,5.5,-106,-113,,,,,
2025-03-09,,3:30 PM,Pittsburgh Penguins,3,Minnesota Wild,1,Regulation,,,6,-102,-118,,,,,
2025-03-09,,6:00 PM,Columbus Blue Jackets,7,New York Rangers,3,Regulation,,,6.5,-105,-115,,,,,
2025-03-09,,1:00 PM,New Jersey Devils,3,Philadelphia Flyers,1,Regulation,,,5.5,-104,-119,,,,,
2025-03-09,,9:00 PM,Dallas Stars,4,Vancouver Canucks,1,Regulation,,,5.5,-120,-100,,,,,
2025-03-09,,8:00 PM,Los Angeles Kings,6,Vegas Golden Knights,5,Regulation,,,5.5,-120,-100,,,,,
2025-03-09,,3:30 PM,Seattle Kraken,3,Washington Capitals,4,Regulation,,,6,-105,-114,,,,,
2025-03-10,,7:00 PM,Edmonton Oilers,2,Buffalo Sabres,3,Regulation,,,6.5,-120,-100,,,,,
2025-03-10,,9:00 PM,Chicago Blackhawks,0,Colorado Avalanche,3,Regulation,,,6.5,-105,-115,,,,,
2025-03-10,,7:30 PM,Detroit Red Wings,1,Ottawa Senators,2,Regulation,,,6,-110,-110,,,,,
2025-03-10,,10:00 PM,Toronto Maple Leafs,4,Utah Hockey Club,3,Regulation,,,6,-110,-108,,,,,
2025-03-11,,10:00 PM,Washington Capitals,7,Anaheim Ducks,4,Regulation,,,6,-115,-102,,,,,
2025-03-11,,7:00 PM,Florida Panthers,2,Boston Bruins,3,Regulation,,,5.5,-105,-115,,,,,
2025-03-11,,7:30 PM,Tampa Bay Lightning,1,Carolina Hurricanes,4,Regulation,,,5.5,-118,100,,,,,
2025-03-11,,10:30 PM,New York Islanders,1,Los Angeles Kings,4,Regulation,,,5.5,-100,-120,,,,,
2025-03-11,,8:00 PM,Colorado Avalanche,1,Minnesota Wild,2,Regulation,,,5.5,-110,-110,,,,,
2025-03-11,,7:00 PM,Columbus Blue Jackets,3,New Jersey Devils,5,Regulation,,,5.5,-120,-100,,,,,
2025-03-11,,7:00 PM,Ottawa Senators,5,Philadelphia Flyers,2,Regulation,,,5.5,-111,-110,,,,,
2025-03-11,,7:00 PM,Vegas Golden Knights,2,Pittsburgh Penguins,3,Regulation,,,6.5,103,-120,,,,,
2025-03-11,,10:30 PM,Nashville Predators,3,San Jose Sharks,2,Regulation,,,6.5,-104,-115,,,,,
2025-03-11,,10:00 PM,Montreal Canadiens,4,Vancouver Canucks,2,Regulation,,,5.5,102,-121,,,,,
2025-03-11,,8:00 PM,New York Rangers,1,Winnipeg Jets,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-12,,9:00 PM,Vancouver Canucks,4,Calgary Flames,3,Regulation,,,5.5,108,-125,,,,,
2025-03-12,,7:30 PM,Buffalo Sabres,3,Detroit Red Wings,7,Regulation,,,6.5,-105,-115,,,,,
2025-03-12,,10:30 PM,Montreal Canadiens,4,Seattle Kraken,5,Regulation,,,6,-120,-100,,,,,
2025-03-12,,10:00 PM,Anaheim Ducks,2,Utah Hockey Club,3,Regulation,,,6,-118,-100,,,,,
2025-03-13,,7:00 PM,Vegas Golden Knights,4,Columbus Blue Jackets,0,Regulation,,,6.5,-100,-120,,,,,
2025-03-13,,10:30 PM,Washington Capitals,0,Los Angeles Kings,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-13,,8:00 PM,New York Rangers,3,Minnesota Wild,2,Regulation,,,5.5,-110,-110,,,,,
2025-03-13,,7:30 PM,Edmonton Oilers,2,New Jersey Devils,3,Regulation,,,6,-105,-115,,,,,
2025-03-13,,7:00 PM,Boston Bruins,3,Ottawa Senators,6,Regulation,,,5.5,-105,-115,,,,,
2025-03-13,,7:00 PM,Tampa Bay Lightning,3,Philadelphia Flyers,4,Regulation,,,6,-105,-115,,,,,
2025-03-13,,7:00 PM,St. Louis Blues,3,Pittsburgh Penguins,5,Regulation,,,5.5,-115,-105,,,,,
2025-03-13,,10:30 PM,Chicago Blackhawks,2,San Jose Sharks,4,Regulation,,,6,-120,-100,,,,,
2025-03-13,,7:00 PM,Florida Panthers,3,Toronto Maple Leafs,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-14,,10:00 PM,Nashville Predators,1,Anaheim Ducks,2,Regulation,,,6.5,-100,-120,,,,,
2025-03-14,,7:00 PM,Detroit Red Wings,2,Carolina Hurricanes,4,Regulation,,,6,-108,-111,,,,,
2025-03-14,,9:00 PM,Colorado Avalanche,4,Calgary Flames,2,Regulation,,,5.5,-125,105,,,,,
2025-03-14,,7:30 PM,Edmonton Oilers,2,New York Islanders,1,Regulation,,,6.5,-115,-105,,,,,
2025-03-14,,10:00 PM,Utah Hockey Club,2,Seattle Kraken,4,Regulation,,,6,-115,-105,,,,,
2025-03-14,,8:00 PM,Dallas Stars,1,Winnipeg Jets,4,Regulation,,,5.5,-115,-105,,,,,
2025-03-15,,7:00 PM,Tampa Bay Lightning,6,Boston Bruins,2,Regulation,,,5.5,-115,-105,,,,,
2025-03-15,,12:30 PM,Vegas Golden Knights,3,Buffalo Sabres,4,Regulation,,,6.5,-100,-120,,,,,
2025-03-15,,7:00 PM,New York Rangers,4,Columbus Blue Jackets,0,Regulation,,,6,-120,-100,,,,,
2025-03-15,,8:00 PM,Nashville Predators,0,Los Angeles Kings,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-15,,8:00 PM,St. Louis Blues,5,Minnesota Wild,1,Regulation,,,5.5,108,-127,,,,,
2025-03-15,,7:00 PM,Florida Panthers,1,Montreal Canadiens,3,Regulation,,,5.5,105,-125,,,,,
2025-03-15,,7:00 PM,Carolina Hurricanes,5,Philadelphia Flyers,0,Regulation,,,5.5,-110,-110,,,,,
2025-03-15,,3:00 PM,New Jersey Devils,3,Pittsburgh Penguins,7,Regulation,,,5.5,-100,-120,,,,,
2025-03-15,,5:00 PM,Washington Capitals,5,San Jose Sharks,1,Regulation,,,6,-110,-110,,,,,
2025-03-15,,7:00 PM,Ottawa Senators,4,Toronto Maple Leafs,2,Regulation,,,6,-110,-110,,,,,
2025-03-15,,10:00 PM,Chicago Blackhawks,2,Vancouver Canucks,6,Regulation,,,5.5,-115,-105,,,,,
2025-03-16,,3:30 PM,Dallas Stars,3,Colorado Avalanche,4,Regulation,,,6,-107,-112,,,,,
2025-03-16,,1:00 PM,Vegas Golden Knights,0,Detroit Red Wings,3,Regulation,,,6.5,102,-122,,,,,
2025-03-16,,7:30 PM,Florida Panthers,2,New York Islanders,4,Regulation,,,5.5,-105,-115,,,,,
2025-03-16,,7:00 PM,Edmonton Oilers,3,New York Rangers,1,Regulation,,,6.5,-105,-113,,,,,
2025-03-16,,9:00 PM,Winnipeg Jets,3,Seattle Kraken,2,Regulation,,,6,-105,-115,,,,,
2025-03-16,,8:00 PM,Anaheim Ducks,2,St. Louis Blues,7,Regulation,,,5.5,-120,-100,,,,,
2025-03-16,,8:00 PM,Utah Hockey Club,3,Vancouver Canucks,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-17,,7:00 PM,Buffalo Sabres,3,Boston Bruins,2,Regulation,,,6,-111,-108,,,,,
2025-03-17,,7:00 PM,New Jersey Devils,2,Columbus Blue Jackets,1,Regulation,,,6,-110,-110,,,,,
2025-03-17,,8:00 PM,Los Angeles Kings,1,Minnesota Wild,3,Regulation,,,5.5,120,-140,,,,,
2025-03-17,,7:00 PM,Philadelphia Flyers,0,Tampa Bay Lightning,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-17,,7:30 PM,Calgary Flames,2,Toronto Maple Leafs,6,Regulation,,,5.5,-120,-100,,,,,
2025-03-18,,8:30 PM,Seattle Kraken,6,Chicago Blackhawks,2,Regulation,,,6,-107,-112,,,,,
2025-03-18,,8:00 PM,Anaheim Ducks,3,Dallas Stars,4,Regulation,,,6,-117,-100,,,,,
2025-03-18,,9:00 PM,Utah Hockey Club,1,Edmonton Oilers,7,Regulation,,,6,-120,-100,,,,,
2025-03-18,,7:00 PM,Ottawa Senators,3,Montreal Canadiens,6,Regulation,,,5.5,-118,100,,,,,
2025-03-18,,8:00 PM,St. Louis Blues,4,Nashville Predators,1,Regulation,,,5.5,-100,-120,,,,,
2025-03-18,,7:00 PM,Calgary Flames,2,New York Rangers,1,Regulation,,,5.5,-120,-100,,,,,
2025-03-18,,7:00 PM,New York Islanders,4,Pittsburgh Penguins,2,Regulation,,,6,-100,-120,,,,,
2025-03-18,,10:00 PM,Winnipeg Jets,2,Vancouver Canucks,6,Regulation,,,5.5,112,-130,,,,,
2025-03-18,,7:00 PM,Detroit Red Wings,1,Washington Capitals,4,Regulation,,,6,-120,-100,,,,,
2025-03-19,,9:30 PM,Seattle Kraken,0,Minnesota Wild,4,Regulation,,,5.5,-110,-110,,,,,
2025-03-19,,7:00 PM,Colorado Avalanche,1,Toronto Maple Leafs,2,Regulation,,,6,-109,-109,,,,,
2025-03-20,,7:00 PM,Florida Panthers,1,Columbus Blue Jackets,0,Regulation,,,5.5,-120,-100,,,,,
2025-03-20,,8:30 PM,Los Angeles Kings,3,Chicago Blackhawks,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-20,,8:00 PM,Tampa Bay Lightning,3,Dallas Stars,2,Regulation,,,6,-107,-110,,,,,
2025-03-20,,9:00 PM,Winnipeg Jets,4,Edmonton Oilers,3,Regulation,,,6,-100,-120,,,,,
2025-03-20,,7:00 PM,Calgary Flames,5,New Jersey Devils,3,Regulation,,,5.5,115,-135,,,,,
2025-03-20,,8:00 PM,Anaheim Ducks,4,Nashville Predators,1,Regulation,,,6,-100,-120,,,,,
2025-03-20,,7:30 PM,Montreal Canadiens,3,New York Islanders,4,Regulation,,,5.5,-125,105,,,,,
2025-03-20,,7:00 PM,Toronto Maple Leafs,4,New York Rangers,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-20,,7:00 PM,Colorado Avalanche,5,Ottawa Senators,1,Regulation,,,6,-115,-105,,,,,
2025-03-20,,10:30 PM,Carolina Hurricanes,3,San Jose Sharks,1,Regulation,,,6,-101,-120,,,,,
2025-03-20,,7:30 PM,Vancouver Canucks,3,St. Louis Blues,4,Regulation,,,5.5,130,-150,,,,,
2025-03-20,,9:00 PM,Buffalo Sabres,2,Utah Hockey Club,5,Regulation,,,6,-120,-100,,,,,
2025-03-20,,10:00 PM,Boston Bruins,1,Vegas Golden Knights,5,Regulation,,,5.5,-115,-105,,,,,
2025-03-20,,7:00 PM,Philadelphia Flyers,2,Washington Capitals,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-21,,7:00 PM,Columbus Blue Jackets,3,Pittsburgh Penguins,6,Regulation,,,6,-120,-100,,,,,
2025-03-22,,2:00 PM,Philadelphia Flyers,2,Dallas Stars,3,Regulation,,,5.5,-115,-105,,,,,
2025-03-22,,10:00 PM,Seattle Kraken,4,Edmonton Oilers,5,Regulation,,,6,-105,-115,,,,,
2025-03-22,,4:00 PM,Carolina Hurricanes,2,Los Angeles Kings,7,Regulation,,,5.5,120,-140,,,,,
2025-03-22,,2:00 PM,Buffalo Sabres,1,Minnesota Wild,4,Regulation,,,5.5,-113,-106,,,,,
2025-03-22,,7:00 PM,Colorado Avalanche,5,Montreal Canadiens,4,Regulation,,,6,-120,-100,,,,,
2025-03-22,,7:00 PM,Ottawa Senators,3,New Jersey Devils,2,Regulation,,,5.5,-102,-115,,,,,
2025-03-22,,7:00 PM,Toronto Maple Leafs,2,Nashville Predators,5,Regulation,,,5.5,-110,-110,,,,,
2025-03-22,,4:00 PM,Calgary Flames,4,New York Islanders,3,Regulation,,,5.5,-125,102,,,,,
2025-03-22,,1:00 PM,Vancouver Canucks,3,New York Rangers,5,Regulation,,,5.5,125,-145,,,,,
2025-03-22,,10:30 PM,Boston Bruins,1,San Jose Sharks,3,Regulation,,,6,-100,-120,,,,,
2025-03-22,,3:00 PM,Chicago Blackhawks,1,St. Louis Blues,4,Regulation,,,5.5,-110,-110,,,,,
2025-03-22,,5:00 PM,Tampa Bay Lightning,4,Utah Hockey Club,6,Regulation,,,6,-110,-110,,,,,
2025-03-22,,8:00 PM,Detroit Red Wings,3,Vegas Golden Knights,6,Regulation,,,6,-107,-112,,,,,
2025-03-22,,5:00 PM,Florida Panthers,3,Washington Capitals,6,Regulation,,,5.5,-115,-105,,,,,
2025-03-23,,8:00 PM,Carolina Hurricanes,5,Anaheim Ducks,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-23,,3:00 PM,Philadelphia Flyers,4,Chicago Blackhawks,7,Regulation,,,5.5,-105,-115,,,,,
2025-03-23,,6:00 PM,Pittsburgh Penguins,3,Florida Panthers,4,Regulation,,,5.5,-120,102,,,,,
2025-03-23,,9:00 PM,Boston Bruins,2,Los Angeles Kings,7,Regulation,,,5.5,110,-130,,,,,
2025-03-23,,6:00 PM,Nashville Predators,1,St. Louis Blues,4,Regulation,,,5.5,105,-125,,,,,
2025-03-23,,8:00 PM,Tampa Bay Lightning,2,Vegas Golden Knights,4,Regulation,,,6,-115,-105,,,,,
2025-03-23,,3:00 PM,Buffalo Sabres,5,Winnipeg Jets,3,Regulation,,,6,-105,-115,,,,,
2025-03-24,,8:00 PM,Minnesota Wild,0,Dallas Stars,3,Regulation,,,5.5,-100,-118,,,,,
2025-03-24,,7:30 PM,Vancouver Canucks,4,New Jersey Devils,3,Regulation,,,5,-120,-100,,,,,
2025-03-24,,7:30 PM,Columbus Blue Jackets,4,New York Islanders,3,Regulation,,,6,-110,-110,,,,,
2025-03-24,,9:00 PM,Detroit Red Wings,5,Utah Hockey Club,1,Regulation,,,6.5,102,-121,,,,,
2025-03-25,,7:00 PM,Ottawa Senators,2,Buffalo Sabres,3,Regulation,,,6,-123,104,,,,,
2025-03-25,,7:00 PM,Nashville Predators,3,Carolina Hurricanes,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-25,,9:00 PM,Seattle Kraken,3,Calgary Flames,4,Regulation,,,5.5,-115,-105,,,,,
2025-03-25,,9:00 PM,Detroit Red Wings,2,Colorado Avalanche,5,Regulation,,,6,-120,-100,,,,,
2025-03-25,,10:30 PM,New York Rangers,1,Los Angeles Kings,3,Regulation,,,5.5,-100,-120,,,,,
2025-03-25,,8:00 PM,Vegas Golden Knights,5,Minnesota Wild,1,Regulation,,,5.5,-112,-109,,,,,
2025-03-25,,8:00 PM,Montreal Canadiens,1,St. Louis Blues,6,Regulation,,,5.5,-126,107,,,,,
2025-03-25,,7:00 PM,Pittsburgh Penguins,1,Tampa Bay Lightning,6,Regulation,,,6.5,-103,-116,,,,,
2025-03-25,,7:00 PM,Philadelphia Flyers,2,Toronto Maple Leafs,7,Regulation,,,5.5,-109,-110,,,,,
2025-03-25,,8:00 PM,Washington Capitals,2,Winnipeg Jets,3,Regulation,,,5.5,-115,-105,,,,,
2025-03-26,,10:00 PM,Boston Bruins,2,Anaheim Ducks,6,Regulation,,,6,-108,-112,,,,,
2025-03-26,,7:30 PM,New Jersey Devils,5,Chicago Blackhawks,3,Regulation,,,5.5,-120,-100,,,,,
2025-03-26,,10:00 PM,Dallas Stars,4,Edmonton Oilers,3,Regulation,,,6,-112,-108,,,,,
2025-03-26,,7:30 PM,Vancouver Canucks,5,New York Islanders,2,Regulation,,,5.5,130,-151,,,,,
2025-03-27,,7:00 PM,Pittsburgh Penguins,3,Buffalo Sabres,7,Regulation,,,6,-120,-103,,,,,
2025-03-27,,9:00 PM,Dallas Stars,5,Calgary Flames,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-27,,10:00 PM,Los Angeles Kings,0,Colorado Avalanche,4,Regulation,,,5.5,-115,-105,,,,,
2025-03-27,,7:00 PM,Ottawa Senators,4,Detroit Red Wings,3,Regulation,,,6,-105,-115,,,,,
2025-03-27,,7:30 PM,Washington Capitals,2,Minnesota Wild,4,Regulation,,,5.5,-105,-115,,,,,
2025-03-27,,8:00 PM,St. Louis Blues,3,Nashville Predators,2,Regulation,,,5.5,110,-130,,,,,
2025-03-27,,7:00 PM,Montreal Canadiens,4,Philadelphia Flyers,6,Regulation,,,6,-115,-105,,,,,
2025-03-27,,10:00 PM,Edmonton Oilers,1,Seattle Kraken,6,Regulation,,,6,-115,-105,,,,,
2025-03-27,,10:30 PM,Toronto Maple Leafs,5,San Jose Sharks,6,Regulation,,,6,-110,-107,,,,,
2025-03-27,,7:00 PM,Utah Hockey Club,0,Tampa Bay Lightning,8,Regulation,,,6,-110,-110,,,,,
2025-03-28,,10:00 PM,New York Rangers,4,Anaheim Ducks,5,Regulation,,,6,-115,-107,,,,,
2025-03-28,,7:00 PM,Montreal Canadiens,1,Carolina Hurricanes,4,Regulation,,,6,-100,-120,,,,,
2025-03-28,,7:00 PM,Vancouver Canucks,6,Columbus Blue Jackets,7,Regulation,,,5.5,-105,-115,,,,,
2025-03-28,,8:30 PM,Vegas Golden Knights,5,Chicago Blackhawks,3,Regulation,,,6,-120,101,,,,,
2025-03-28,,7:00 PM,Utah Hockey Club,1,Florida Panthers,2,Regulation,,,5.5,-120,-100,,,,,
2025-03-28,,8:00 PM,New Jersey Devils,0,Winnipeg Jets,4,Regulation,,,5.5,105,-125,,,,,
2025-03-29,,4:30 PM,St. Louis Blues,2,Colorado Avalanche,1,Regulation,,,5.5,-125,106,,,,,
2025-03-29,,8:00 PM,Boston Bruins,1,Detroit Red Wings,2,Regulation,,,6,-110,-110,,,,,
2025-03-29,,10:00 PM,Calgary Flames,2,Edmonton Oilers,3,Regulation,,,6,-117,102,,,,,
2025-03-29,,7:00 PM,Toronto Maple Leafs,3,Los Angeles Kings,1,Regulation,,,5.5,-115,-105,,,,,
2025-03-29,,6:00 PM,New Jersey Devils,5,Minnesota Wild,2,Regulation,,,5.5,110,-130,,,,,
2025-03-29,,6:30 PM,Vegas Golden Knights,3,Nashville Predators,1,Regulation,,,6,-100,-120,,,,,
2025-03-29,,7:00 PM,Columbus Blue Jackets,2,Ottawa Senators,3,Regulation,,,6,-112,-106,,,,,
2025-03-29,,1:00 PM,Buffalo Sabres,4,Philadelphia Flyers,7,Regulation,,,6,-112,-108,,,,,
2025-03-29,,10:30 PM,Dallas Stars,5,Seattle Kraken,1,Regulation,,,6,-110,-110,,,,,
2025-03-29,,10:30 PM,New York Rangers,6,San Jose Sharks,1,Regulation,,,6,-115,-105,,,,,
2025-03-29,,2:00 PM,New York Islanders,3,Tampa Bay Lightning,5,Regulation,,,6,-110,-110,,,,,
